#Device;HMC8015
#Device Name;COFFEE
#Format;LOG
#Date;2029-09-15
#Version;01.400-02.430-03.730
#Serial No.;033820106
 #Mode;Unlimited
#Logging Interval[s];1.000
#Specified Logging Count;-----
#Specified Logging Time[s];-----
 #Start Time;12:52:51
#Stop Time;13:54:06
 #Actual Count;3676        
 URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp
234.78;43.59E-03;3.830;50.007;300;100E-03;10.233;9.489;0.374;3.16;13:40:32.000
234.87;45.32E-03;4.096;50.006;300;100E-03;10.644;9.825;0.385;3.20;13:40:33.000
234.78;43.93E-03;3.923;50.008;300;100E-03;10.314;9.539;0.380;3.17;13:40:34.000
234.76;42.68E-03;3.758;50.003;300;100E-03;10.020;9.289;0.375;3.21;13:40:35.000
234.74;44.43E-03;3.905;50.004;300;100E-03;10.429;9.671;0.374;3.18;13:40:36.000
234.79;38.56E-03;3.220;50.001;300;100E-03;9.055;8.463;0.356;3.21;13:40:37.000
234.64;38.13E-03;3.197;50.010;300;100E-03;8.946;8.355;0.357;3.19;13:40:38.000
234.69;37.79E-03;3.204;50.009;300;100E-03;8.870;8.270;0.361;3.23;13:40:39.000
234.56;38.18E-03;3.190;50.007;300;100E-03;8.955;8.367;0.356;3.22;13:40:40.000
234.62;38.73E-03;3.316;50.009;300;100E-03;9.086;8.459;0.365;3.23;13:40:41.000
234.61;38.43E-03;3.285;50.007;300;100E-03;9.015;8.395;0.364;3.21;13:40:42.000
234.61;38.64E-03;3.280;50.012;300;100E-03;9.065;8.450;0.362;3.23;13:40:43.000
234.57;38.49E-03;3.292;50.012;300;100E-03;9.030;8.408;0.365;3.20;13:40:44.000
234.59;38.80E-03;3.278;50.010;300;100E-03;9.103;8.492;0.360;3.22;13:40:45.000
234.58;40.94E-03;3.574;50.011;300;100E-03;9.604;8.914;0.372;3.22;13:40:46.000
234.49;40.71E-03;3.538;50.008;300;100E-03;9.547;8.867;0.371;3.27;13:40:47.000
234.52;40.66E-03;3.549;50.017;300;100E-03;9.537;8.852;0.372;3.25;13:40:48.000
234.43;38.05E-03;3.226;50.016;300;100E-03;8.920;8.317;0.362;3.23;13:40:49.000
234.52;38.64E-03;3.270;50.010;300;100E-03;9.063;8.452;0.361;3.21;13:40:50.000
234.56;37.98E-03;3.227;50.010;300;100E-03;8.908;8.303;0.362;3.22;13:40:51.000
234.49;39.19E-03;3.269;50.002;300;100E-03;9.191;8.590;0.356;3.26;13:40:52.000
234.48;39.10E-03;3.325;50.007;300;100E-03;9.169;8.545;0.363;3.28;13:40:53.000
234.49;38.47E-03;3.271;50.003;300;100E-03;9.020;8.406;0.363;3.21;13:40:54.000
234.57;37.35E-03;3.168;50.007;300;100E-03;8.761;8.169;0.362;3.21;13:40:55.000
234.55;38.55E-03;3.291;50.004;300;100E-03;9.041;8.421;0.364;3.23;13:40:56.000
234.58;38.52E-03;3.321;49.998;300;100E-03;9.035;8.402;0.368;3.23;13:40:57.000
234.52;38.52E-03;3.304;49.995;300;100E-03;9.034;8.408;0.366;3.22;13:40:58.000
234.59;38.12E-03;3.233;49.996;300;100E-03;8.944;8.339;0.361;3.25;13:40:59.000
234.52;37.35E-03;3.140;49.997;300;100E-03;8.761;8.179;0.358;3.23;13:41:00.000
234.56;37.82E-03;3.209;50.000;300;100E-03;8.871;8.270;0.362;3.24;13:41:01.000
234.59;38.93E-03;3.362;49.998;300;100E-03;9.133;8.492;0.368;3.21;13:41:02.000
234.58;38.38E-03;3.268;49.991;300;100E-03;9.004;8.389;0.363;3.19;13:41:03.000
234.54;41.87E-03;3.678;49.994;300;100E-03;9.820;9.105;0.375;3.18;13:41:04.000
234.54;42.89E-03;3.812;49.998;300;100E-03;10.059;9.309;0.379;3.22;13:41:05.000
234.58;43.21E-03;3.842;49.995;300;100E-03;10.136;9.380;0.379;3.21;13:41:06.000
234.54;46.28E-03;4.205;50.000;300;100E-03;10.854;10.007;0.387;3.21;13:41:07.000
234.59;44.63E-03;3.982;49.996;300;100E-03;10.469;9.682;0.380;3.19;13:41:08.000
234.69;43.93E-03;3.914;49.998;300;100E-03;10.311;9.539;0.380;3.21;13:41:09.000
234.71;44.15E-03;3.956;49.997;300;100E-03;10.363;9.578;0.382;3.15;13:41:10.000
234.69;38.65E-03;3.302;50.000;300;100E-03;9.071;8.449;0.364;3.19;13:41:11.000
234.66;38.33E-03;3.266;49.996;300;100E-03;8.995;8.381;0.363;3.16;13:41:12.000
234.67;38.05E-03;3.244;50.000;300;100E-03;8.930;8.319;0.363;3.18;13:41:13.000
234.66;38.90E-03;3.32;49.993;300;500E-03;9.13;8.50;0.363;3.19;13:41:14.000
234.66;37.22E-03;3.137;49.995;300;100E-03;8.733;8.150;0.359;3.17;13:41:15.000
234.62;37.67E-03;3.221;49.993;300;100E-03;8.838;8.230;0.364;3.18;13:41:16.000
234.61;38.61E-03;3.28;49.995;300;500E-03;9.06;8.45;0.362;3.18;13:41:17.000
234.50;38.62E-03;3.333;49.988;300;200E-03;9.056;8.421;0.368;3.19;13:41:18.000
234.52;37.55E-03;3.203;49.991;300;100E-03;8.806;8.203;0.364;3.19;13:41:19.000
234.49;38.17E-03;3.276;49.988;300;100E-03;8.951;8.330;0.366;3.17;13:41:20.000
234.47;37.22E-03;3.145;49.988;300;100E-03;8.728;8.142;0.360;3.19;13:41:21.000
234.48;37.67E-03;3.205;49.983;300;100E-03;8.834;8.232;0.363;3.15;13:41:22.000
234.44;38.76E-03;3.259;49.989;300;100E-03;9.086;8.482;0.359;3.18;13:41:23.000
234.44;38.99E-03;3.314;49.982;300;100E-03;9.142;8.520;0.363;3.16;13:41:24.000
234.47;38.43E-03;3.229;49.985;300;100E-03;9.011;8.413;0.358;3.19;13:41:25.000
234.35;37.75E-03;3.198;49.985;300;100E-03;8.846;8.247;0.362;3.18;13:41:26.000
234.41;38.55E-03;3.293;49.986;300;100E-03;9.036;8.414;0.364;3.15;13:41:27.000
234.49;38.90E-03;3.363;49.984;300;100E-03;9.121;8.479;0.369;3.16;13:41:28.000
234.41;37.61E-03;3.222;49.985;300;100E-03;8.817;8.207;0.365;3.15;13:41:29.000
234.31;37.90E-03;3.208;49.985;300;100E-03;8.880;8.280;0.361;3.17;13:41:30.000
234.33;37.32E-03;3.134;49.988;300;100E-03;8.746;8.165;0.358;3.19;13:41:31.000
234.39;37.56E-03;3.175;49.987;300;100E-03;8.804;8.212;0.361;3.20;13:41:32.000
234.28;38.65E-03;3.314;49.990;300;100E-03;9.055;8.427;0.366;3.21;13:41:33.000
234.24;38.46E-03;3.289;49.989;300;100E-03;9.010;8.388;0.365;3.21;13:41:34.000
234.25;38.50E-03;3.275;49.991;300;100E-03;9.018;8.402;0.363;3.20;13:41:35.000
234.31;38.51E-03;3.283;49.985;300;100E-03;9.024;8.405;0.364;3.17;13:41:36.000
234.41;40.74E-03;3.545;49.989;300;100E-03;9.549;8.867;0.371;3.20;13:41:37.000
234.43;40.59E-03;3.518;49.996;300;100E-03;9.516;8.842;0.370;3.18;13:41:38.000
234.41;41.62E-03;3.638;49.988;300;100E-03;9.756;9.053;0.373;3.19;13:41:39.000
234.30;43.76E-03;3.896;49.989;300;100E-03;10.254;9.485;0.380;3.20;13:41:40.000
234.32;42.78E-03;3.798;49.981;300;100E-03;10.026;9.278;0.379;3.20;13:41:41.000
234.23;43.88E-03;3.901;49.987;300;100E-03;10.279;9.510;0.379;3.21;13:41:42.000
234.27;45.66E-03;4.073;49.996;300;100E-03;10.696;9.890;0.381;3.19;13:41:43.000
234.32;44.77E-03;3.970;49.988;300;100E-03;10.490;9.710;0.378;3.22;13:41:44.000
234.30;40.30E-03;3.419;49.989;300;100E-03;9.443;8.802;0.362;3.18;13:41:45.000
234.27;40.96E-03;3.492;49.990;300;100E-03;9.596;8.938;0.364;3.21;13:41:46.000
234.32;38.22E-03;3.230;49.987;300;100E-03;8.956;8.353;0.361;3.24;13:41:47.000
234.31;38.99E-03;3.257;49.988;300;100E-03;9.135;8.534;0.357;3.22;13:41:48.000
234.41;38.61E-03;3.278;49.990;300;100E-03;9.050;8.435;0.362;3.24;13:41:49.000
234.42;38.88E-03;3.316;49.995;300;100E-03;9.115;8.491;0.364;3.22;13:41:50.000
234.33;38.70E-03;3.320;49.992;300;100E-03;9.069;8.440;0.366;3.20;13:41:51.000
234.38;37.57E-03;3.121;49.990;300;100E-03;8.806;8.235;0.354;3.20;13:41:52.000
234.32;38.24E-03;3.245;49.991;300;100E-03;8.960;8.352;0.362;3.21;13:41:53.000
234.36;39.01E-03;3.317;49.992;300;100E-03;9.142;8.519;0.363;3.19;13:41:54.000
234.45;39.46E-03;3.42;49.991;300;500E-03;9.25;8.60;0.370;3.24;13:41:55.000
234.32;39.81E-03;3.485;49.992;300;100E-03;9.329;8.654;0.374;3.24;13:41:56.000
234.29;38.17E-03;3.228;49.988;300;100E-03;8.942;8.339;0.361;3.26;13:41:57.000
234.36;37.05E-03;3.113;49.995;300;100E-03;8.682;8.105;0.359;3.23;13:41:58.000
234.37;38.04E-03;3.221;49.990;300;100E-03;8.916;8.313;0.361;3.23;13:41:59.000
234.28;37.85E-03;3.205;49.988;300;100E-03;8.867;8.267;0.362;3.21;13:42:00.000
234.37;38.65E-03;3.263;49.987;300;100E-03;9.059;8.451;0.360;3.18;13:42:01.000
234.35;38.41E-03;3.277;49.991;300;100E-03;9.001;8.383;0.364;3.22;13:42:02.000
234.36;39.05E-03;3.294;49.984;300;100E-03;9.151;8.538;0.360;3.19;13:42:03.000
234.35;42.62E-03;3.787;49.988;300;100E-03;9.987;9.241;0.379;3.20;13:42:04.000
234.38;38.63E-03;3.297;49.994;300;100E-03;9.055;8.434;0.364;3.22;13:42:05.000
234.39;39.29E-03;3.363;49.993;300;100E-03;9.209;8.573;0.365;3.21;13:42:06.000
234.41;38.91E-03;3.297;49.989;300;100E-03;9.121;8.505;0.361;3.24;13:42:07.000
234.40;38.53E-03;3.274;49.997;300;100E-03;9.030;8.416;0.363;3.20;13:42:08.000
234.47;41.13E-03;3.596;49.991;300;100E-03;9.645;8.949;0.373;3.21;13:42:09.000
234.41;38.32E-03;3.200;49.992;300;100E-03;8.982;8.392;0.356;3.22;13:42:10.000
234.43;38.17E-03;3.174;49.991;300;100E-03;8.947;8.365;0.355;3.21;13:42:11.000
234.42;39.71E-03;3.383;49.990;300;100E-03;9.308;8.671;0.363;3.20;13:42:12.000
234.44;43.05E-03;3.747;49.986;300;100E-03;10.093;9.371;0.371;3.21;13:42:13.000
234.49;39.42E-03;3.373;49.992;300;100E-03;9.244;8.607;0.365;3.20;13:42:14.000
234.41;45.60E-03;4.087;49.990;300;100E-03;10.690;9.878;0.382;3.22;13:42:15.000
234.35;43.20E-03;3.812;49.989;300;100E-03;10.124;9.379;0.376;3.20;13:42:16.000
234.37;44.65E-03;3.976;49.986;300;100E-03;10.465;9.680;0.380;3.22;13:42:17.000
234.45;44.28E-03;3.959;49.983;300;100E-03;10.382;9.598;0.381;3.23;13:42:18.000
234.46;41.30E-03;3.580;49.978;300;100E-03;9.683;8.997;0.370;3.22;13:42:19.000
233.72;44.07E-03;3.864;49.981;300;100E-03;10.301;9.549;0.375;3.22;13:42:20.000
233.79;38.34E-03;3.238;49.981;300;100E-03;8.964;8.359;0.361;3.22;13:42:21.000
233.80;38.09E-03;3.216;49.983;300;100E-03;8.904;8.303;0.361;3.24;13:42:22.000
233.67;37.87E-03;3.170;49.978;300;100E-03;8.850;8.263;0.358;3.23;13:42:23.000
233.69;37.87E-03;3.175;49.977;300;100E-03;8.849;8.260;0.359;3.24;13:42:24.000
233.66;38.25E-03;3.229;49.979;300;100E-03;8.938;8.334;0.361;3.27;13:42:25.000
233.78;38.35E-03;3.191;49.979;300;100E-03;8.965;8.378;0.356;3.23;13:42:26.000
233.80;38.99E-03;3.277;49.974;300;100E-03;9.115;8.505;0.359;3.26;13:42:27.000
233.79;38.73E-03;3.285;49.976;300;100E-03;9.055;8.438;0.363;3.24;13:42:28.000
233.76;38.59E-03;3.277;49.983;300;100E-03;9.022;8.405;0.363;3.26;13:42:29.000
233.72;38.17E-03;3.232;49.980;300;100E-03;8.922;8.316;0.362;3.27;13:42:30.000
233.77;38.08E-03;3.239;49.982;300;100E-03;8.902;8.292;0.364;3.28;13:42:31.000
233.72;37.74E-03;3.179;49.987;300;100E-03;8.821;8.228;0.360;3.24;13:42:32.000
233.78;37.48E-03;3.128;49.987;300;100E-03;8.761;8.183;0.357;3.26;13:42:33.000
233.77;37.54E-03;3.143;49.988;300;100E-03;8.775;8.193;0.358;3.23;13:42:34.000
233.88;39.69E-03;3.346;49.993;300;100E-03;9.283;8.659;0.360;3.24;13:42:35.000
233.82;42.60E-03;3.770;50.000;300;100E-03;9.960;9.219;0.378;3.25;13:42:36.000
233.83;38.00E-03;3.221;49.999;300;100E-03;8.886;8.281;0.363;3.19;13:42:37.000
233.87;38.51E-03;3.270;50.002;300;100E-03;9.007;8.393;0.363;3.20;13:42:38.000
233.86;38.39E-03;3.238;50.006;300;100E-03;8.977;8.373;0.361;3.23;13:42:39.000
233.68;37.98E-03;3.200;50.013;300;100E-03;8.874;8.277;0.361;3.23;13:42:40.000
233.83;38.69E-03;3.284;50.010;300;100E-03;9.046;8.429;0.363;3.25;13:42:41.000
233.86;38.31E-03;3.236;50.011;300;100E-03;8.958;8.353;0.361;3.25;13:42:42.000
233.95;38.62E-03;3.286;50.009;300;100E-03;9.035;8.416;0.364;3.22;13:42:43.000
233.93;39.46E-03;3.387;50.011;300;100E-03;9.232;8.588;0.367;3.22;13:42:44.000
nan;nan;nan;nan;300;500E-03;nan;nan;nan;nan;13:42:45.000
nan;nan;nan;nan;300;100E-03;nan;nan;nan;nan;13:42:46.000
233.95;45.12E-03;4.065;50.015;300;100E-03;10.556;9.742;0.385;3.26;13:42:47.000
233.76;46.79E-03;4.232;50.014;300;100E-03;10.939;10.087;0.387;3.26;13:42:48.000
233.84;45.14E-03;4.012;50.012;300;100E-03;10.554;9.762;0.380;3.26;13:42:49.000
233.86;45.46E-03;4.068;50.009;300;100E-03;10.632;9.823;0.383;3.27;13:42:50.000
233.87;44.19E-03;3.959;50.015;300;100E-03;10.334;9.545;0.383;3.23;13:42:51.000
233.88;41.54E-03;3.600;50.012;300;100E-03;9.715;9.023;0.371;3.24;13:42:52.000
233.88;42.35E-03;3.715;50.011;300;100E-03;9.905;9.182;0.375;3.21;13:42:53.000
233.93;37.26E-03;3.092;50.009;300;100E-03;8.716;8.149;0.355;3.15;13:42:54.000
233.87;39.20E-03;3.335;50.013;300;100E-03;9.167;8.539;0.364;3.16;13:42:55.000
233.89;38.92E-03;3.261;50.010;300;100E-03;9.103;8.499;0.358;3.18;13:42:56.000
233.80;38.66E-03;3.265;50.015;300;100E-03;9.039;8.429;0.361;3.20;13:42:57.000
233.88;39.31E-03;3.361;50.014;300;100E-03;9.194;8.557;0.366;3.15;13:42:58.000
233.88;38.34E-03;3.251;50.016;300;100E-03;8.967;8.357;0.363;3.19;13:42:59.000
233.85;38.46E-03;3.277;50.016;300;100E-03;8.993;8.375;0.364;3.17;13:43:00.000
233.85;37.55E-03;3.137;50.013;300;100E-03;8.782;8.203;0.357;3.18;13:43:01.000
233.86;38.91E-03;3.260;50.018;300;100E-03;9.099;8.494;0.358;3.21;13:43:02.000
233.84;38.75E-03;3.285;50.015;300;100E-03;9.061;8.445;0.363;3.21;13:43:03.000
233.89;38.33E-03;3.224;50.015;300;100E-03;8.964;8.364;0.360;3.20;13:43:04.000
233.87;38.56E-03;3.218;50.019;300;100E-03;9.018;8.424;0.357;3.20;13:43:05.000
233.91;38.58E-03;3.271;50.012;300;100E-03;9.024;8.410;0.363;3.24;13:43:06.000
233.94;38.72E-03;3.288;50.011;300;100E-03;9.059;8.441;0.363;3.22;13:43:07.000
233.82;38.57E-03;3.234;50.003;300;100E-03;9.019;8.419;0.359;3.23;13:43:08.000
233.84;38.36E-03;3.258;50.005;300;100E-03;8.971;8.359;0.363;3.24;13:43:09.000
233.86;38.44E-03;3.259;50.003;300;100E-03;8.990;8.378;0.363;3.24;13:43:10.000
233.80;37.97E-03;3.224;50.003;300;100E-03;8.877;8.271;0.363;3.24;13:43:11.000
233.83;38.44E-03;3.265;50.003;300;100E-03;8.988;8.374;0.363;3.23;13:43:12.000
233.78;38.16E-03;3.233;49.994;300;100E-03;8.920;8.314;0.362;3.26;13:43:13.000
233.81;37.54E-03;3.159;49.997;300;100E-03;8.777;8.189;0.360;3.23;13:43:14.000
233.82;38.13E-03;3.207;50.003;300;100E-03;8.916;8.319;0.360;3.15;13:43:15.000
233.86;38.61E-03;3.276;49.994;300;100E-03;9.029;8.414;0.363;3.21;13:43:16.000
233.74;38.73E-03;3.295;49.987;300;100E-03;9.054;8.433;0.364;3.19;13:43:17.000
233.78;38.38E-03;3.267;49.991;300;100E-03;8.972;8.356;0.364;3.20;13:43:18.000
233.81;41.08E-03;3.591;49.988;300;100E-03;9.605;8.908;0.374;3.19;13:43:19.000
233.76;38.49E-03;3.265;49.985;300;100E-03;8.997;8.383;0.363;3.19;13:43:20.000
233.77;42.02E-03;3.627;49.982;300;100E-03;9.822;9.128;0.369;3.22;13:43:21.000
233.57;40.91E-03;3.579;49.989;300;100E-03;9.554;8.859;0.375;3.12;13:43:22.000
233.58;44.37E-03;3.932;49.983;300;100E-03;10.365;9.590;0.379;3.14;13:43:23.000
233.64;45.61E-03;4.105;49.983;300;100E-03;10.656;9.833;0.385;3.18;13:43:24.000
233.54;47.18E-03;4.273;49.984;300;100E-03;11.018;10.155;0.388;3.21;13:43:25.000
233.59;41.83E-03;3.635;49.982;300;100E-03;9.770;9.068;0.372;3.20;13:43:26.000
233.74;43.74E-03;3.877;49.979;300;100E-03;10.224;9.460;0.379;3.20;13:43:27.000
233.75;38.95E-03;3.343;49.986;300;100E-03;9.104;8.468;0.367;3.17;13:43:28.000
233.74;inf;inf;49.979;300;100E-03;inf;inf;inf;3.21;13:43:29.000
nan;nan;nan;nan;300;100E-03;nan;nan;nan;nan;13:43:30.000
233.72;38.74E-03;3.310;49.982;300;100E-03;9.055;8.428;0.366;3.29;13:43:31.000
233.68;37.88E-03;3.204;49.981;300;100E-03;8.853;8.253;0.362;3.26;13:43:32.000
233.81;38.31E-03;3.227;49.979;300;100E-03;8.958;8.356;0.360;3.27;13:43:33.000
233.84;38.54E-03;3.285;49.988;300;100E-03;9.011;8.391;0.365;3.24;13:43:34.000
233.73;38.78E-03;3.273;49.988;300;100E-03;9.065;8.453;0.361;3.28;13:43:35.000
233.78;38.78E-03;3.298;49.993;300;100E-03;9.066;8.445;0.364;3.26;13:43:36.000
233.78;38.35E-03;3.260;49.981;300;100E-03;8.966;8.352;0.364;3.28;13:43:37.000
233.81;38.32E-03;3.250;49.984;300;100E-03;8.960;8.350;0.363;3.26;13:43:38.000
233.69;37.37E-03;3.131;49.983;300;100E-03;8.733;8.152;0.358;3.27;13:43:39.000
233.69;38.42E-03;3.271;49.990;300;100E-03;8.979;8.362;0.364;3.24;13:43:40.000
233.69;38.94E-03;3.315;49.987;300;100E-03;9.099;8.474;0.364;3.24;13:43:41.000
233.75;38.32E-03;3.254;49.994;300;100E-03;8.958;8.346;0.363;3.20;13:43:42.000
233.76;38.37E-03;3.267;49.992;300;100E-03;8.970;8.354;0.364;3.20;13:43:43.000
233.74;38.43E-03;3.265;49.991;300;100E-03;8.983;8.369;0.363;3.25;13:43:44.000
233.68;38.94E-03;3.327;49.999;300;100E-03;9.099;8.469;0.366;3.25;13:43:45.000
233.82;38.25E-03;3.232;49.996;300;100E-03;8.944;8.340;0.361;3.23;13:43:46.000
233.84;38.32E-03;3.300;49.994;300;100E-03;8.962;8.332;0.368;3.24;13:43:47.000
233.75;38.17E-03;3.246;49.989;300;100E-03;8.922;8.310;0.364;3.24;13:43:48.000
233.78;38.73E-03;3.302;49.993;300;100E-03;9.055;8.432;0.365;3.21;13:43:49.000
233.88;38.19E-03;3.214;49.992;300;100E-03;8.932;8.334;0.360;3.16;13:43:50.000
233.95;37.97E-03;3.191;50.005;300;100E-03;8.883;8.290;0.359;3.24;13:43:51.000
233.84;42.47E-03;3.739;50.004;300;100E-03;9.931;9.200;0.377;3.25;13:43:52.000
233.71;37.19E-03;3.102;50.005;300;100E-03;8.693;8.120;0.357;3.29;13:43:53.000
233.76;39.75E-03;3.410;50.007;300;100E-03;9.291;8.643;0.367;3.22;13:43:54.000
233.78;42.48E-03;3.767;50.008;300;100E-03;9.931;9.189;0.379;3.23;13:43:55.000
233.84;42.61E-03;3.708;50.009;300;100E-03;9.964;9.248;0.372;3.23;13:43:56.000
233.79;42.62E-03;3.749;50.013;300;100E-03;9.964;9.232;0.376;3.24;13:43:57.000
233.82;45.89E-03;4.110;50.014;300;100E-03;10.729;9.911;0.383;3.24;13:43:58.000
233.72;43.93E-03;3.908;50.011;300;100E-03;10.267;9.494;0.381;3.24;13:43:59.000
233.83;43.91E-03;3.870;50.008;300;100E-03;10.266;9.509;0.377;3.30;13:44:00.000
233.91;43.81E-03;3.896;50.006;300;100E-03;10.247;9.477;0.380;3.21;13:44:01.000
233.86;38.48E-03;3.279;50.012;300;100E-03;8.998;8.379;0.364;3.26;13:44:02.000
233.85;38.04E-03;3.224;50.003;300;100E-03;8.897;8.292;0.362;3.30;13:44:03.000
233.83;38.46E-03;3.263;50.004;300;100E-03;8.994;8.381;0.363;3.24;13:44:04.000
233.86;38.34E-03;3.241;50.003;300;100E-03;8.967;8.361;0.361;3.25;13:44:05.000
233.82;39.16E-03;3.267;50.002;300;100E-03;9.157;8.555;0.357;3.22;13:44:06.000
233.79;38.93E-03;3.243;49.999;300;100E-03;9.102;8.505;0.356;3.17;13:44:07.000
233.76;38.65E-03;3.272;49.997;300;100E-03;9.036;8.423;0.362;3.26;13:44:08.000
233.71;38.48E-03;3.262;49.996;300;100E-03;8.993;8.380;0.363;3.23;13:44:09.000
233.85;38.25E-03;3.229;49.998;300;100E-03;8.944;8.341;0.361;3.21;13:44:10.000
233.74;38.68E-03;3.266;50.001;300;100E-03;9.041;8.430;0.361;3.22;13:44:11.000
233.83;38.22E-03;3.230;49.994;300;100E-03;8.936;8.333;0.361;3.31;13:44:12.000
234.56;38.91E-03;3.284;49.990;300;100E-03;9.127;8.516;0.360;3.28;13:44:13.000
215.44;34.82E-03;2.91;50.003;300;500E-03;7.50;6.91;0.388;3.24;13:44:14.000
234.56;38.77E-03;3.280;49.993;300;100E-03;9.093;8.481;0.361;3.25;13:44:15.000
234.42;38.08E-03;3.217;49.984;300;100E-03;8.926;8.326;0.360;3.23;13:44:16.000
234.39;37.75E-03;3.193;49.987;300;100E-03;8.848;8.252;0.361;3.29;13:44:17.000
234.45;38.74E-03;3.314;49.986;300;100E-03;9.082;8.456;0.365;3.28;13:44:18.000
234.37;38.36E-03;3.256;49.986;300;100E-03;8.989;8.379;0.362;3.31;13:44:19.000
234.46;38.30E-03;3.243;49.990;300;100E-03;8.979;8.373;0.361;3.25;13:44:20.000
234.35;38.34E-03;3.272;49.986;300;100E-03;8.985;8.368;0.364;3.27;13:44:21.000
234.37;38.63E-03;3.298;49.989;300;100E-03;9.054;8.432;0.364;3.25;13:44:22.000
234.50;38.39E-03;3.279;49.991;300;100E-03;9.001;8.383;0.364;3.28;13:44:23.000
234.50;37.65E-03;3.189;49.990;300;100E-03;8.829;8.233;0.361;3.23;13:44:24.000
234.42;38.51E-03;3.301;49.991;300;100E-03;9.027;8.401;0.366;3.26;13:44:25.000
nan;nan;nan;nan;300;500E-03;nan;nan;nan;nan;13:44:26.000
234.59;39.57E-03;3.431;49.992;300;100E-03;9.283;8.626;0.370;3.25;13:44:27.000
234.47;42.13E-03;3.697;49.998;300;100E-03;9.877;9.159;0.374;3.26;13:44:28.000
234.33;41.68E-03;3.658;50.003;300;100E-03;9.768;9.057;0.374;3.27;13:44:29.000
234.47;42.35E-03;3.730;50.011;300;100E-03;9.930;9.203;0.376;3.23;13:44:30.000
234.47;43.80E-03;3.908;50.005;300;100E-03;10.270;9.497;0.381;3.25;13:44:31.000
234.42;42.38E-03;3.739;49.999;300;100E-03;9.934;9.204;0.376;3.23;13:44:32.000
234.52;43.28E-03;3.842;50.007;300;100E-03;10.150;9.394;0.379;3.23;13:44:33.000
234.62;43.49E-03;3.849;50.014;300;100E-03;10.204;9.451;0.377;3.19;13:44:34.000
234.68;46.19E-03;4.168;50.014;300;100E-03;10.840;10.007;0.384;3.27;13:44:35.000
234.62;37.90E-03;3.221;50.008;300;100E-03;8.893;8.289;0.362;3.22;13:44:36.000
234.62;38.85E-03;3.339;50.012;300;100E-03;9.115;8.481;0.366;3.24;13:44:37.000
234.59;38.11E-03;3.250;50.012;300;100E-03;8.940;8.329;0.363;3.22;13:44:38.000
234.51;38.55E-03;3.283;50.014;300;100E-03;9.040;8.423;0.363;3.26;13:44:39.000
234.66;38.41E-03;3.286;50.009;300;100E-03;9.013;8.393;0.365;3.24;13:44:40.000
234.71;38.04E-03;3.235;50.004;300;100E-03;8.928;8.321;0.362;3.20;13:44:41.000
234.77;38.37E-03;3.272;50.011;300;100E-03;9.007;8.392;0.363;3.23;13:44:42.000
234.77;37.70E-03;3.193;50.007;300;100E-03;8.850;8.254;0.361;3.22;13:44:43.000
234.81;38.41E-03;3.260;50.006;300;100E-03;9.018;8.408;0.362;3.23;13:44:44.000
234.79;38.67E-03;3.274;50.002;300;100E-03;9.080;8.470;0.361;3.24;13:44:45.000
234.83;38.46E-03;3.278;50.003;300;100E-03;9.031;8.415;0.363;3.23;13:44:46.000
234.79;38.47E-03;3.288;50.007;300;100E-03;9.033;8.414;0.364;3.22;13:44:47.000
234.71;39.84E-03;3.471;50.007;300;100E-03;9.352;8.684;0.371;3.23;13:44:48.000
234.89;40.82E-03;3.547;50.000;300;100E-03;9.588;8.907;0.370;3.20;13:44:49.000
234.90;40.71E-03;3.555;50.003;300;100E-03;9.563;8.878;0.372;3.23;13:44:50.000
234.76;37.91E-03;3.224;50.009;300;100E-03;8.900;8.296;0.362;3.22;13:44:51.000
234.70;38.16E-03;3.214;50.013;300;100E-03;8.956;8.360;0.359;3.19;13:44:52.000
234.80;37.92E-03;3.235;50.010;300;100E-03;8.903;8.295;0.363;3.20;13:44:53.000
234.81;38.61E-03;3.295;50.008;300;100E-03;9.066;8.446;0.363;3.22;13:44:54.000
234.74;37.58E-03;3.162;50.012;300;100E-03;8.821;8.235;0.358;3.23;13:44:55.000
234.87;38.83E-03;3.285;50.011;300;100E-03;9.121;8.508;0.360;3.20;13:44:56.000
234.83;39.20E-03;3.339;50.012;300;100E-03;9.206;8.579;0.363;3.18;13:44:57.000
234.82;38.90E-03;3.374;50.015;300;100E-03;9.135;8.489;0.369;3.09;13:44:58.000
234.80;38.37E-03;3.315;50.018;300;100E-03;9.010;8.378;0.368;3.23;13:44:59.000
234.96;38.17E-03;3.331;50.020;300;100E-03;8.969;8.328;0.371;3.19;13:45:00.000
234.89;37.30E-03;3.176;50.018;300;100E-03;8.762;8.166;0.362;3.16;13:45:01.000
234.84;40.05E-03;3.511;50.018;300;100E-03;9.405;8.725;0.373;3.21;13:45:02.000
234.88;38.05E-03;3.275;50.017;300;100E-03;8.938;8.316;0.366;3.14;13:45:03.000
234.91;42.35E-03;3.793;50.017;300;100E-03;9.948;9.197;0.381;3.17;13:45:04.000
234.97;42.61E-03;3.772;50.015;300;100E-03;10.011;9.273;0.377;3.17;13:45:05.000
234.96;42.13E-03;3.740;50.018;300;100E-03;9.898;9.164;0.378;3.16;13:45:06.000
234.98;40.98E-03;3.610;50.022;300;100E-03;9.630;8.928;0.375;3.17;13:45:07.000
